Student_ID,Name,Age,Gender,City,Class,Attendance_Percentage,Study_Hours_per_day,Math_Score,Science_Score,English_Score,Total_Score,Parent_Education,Internet_Access,Result
954,Kabir Akter,13,female,  Dhaka,10,85.4,0.4,69,97,75,241.0,Unknown,Y,fail
1200,Kabir Khan,12,Male,Dhaka,7,90.0,4.0,78,83,60,,PRIMARY,0,Pass
6583,Arif Das,13,Other,Khulna,6,87.9,1.4,72,49,64,185.0,Higher Secondary,n/a,Pass
4152,Rafi Das,16,Male,khulna,6,100.9,3.3,69,60,85,214.0,unknown,Yes,P
9342,Imran Sarker,17,Female,mymensingh,Ten,76.1,0.1,43,76,190,309.0,secondary,0,F
505,Sadia Das,18,,Mymensingh,Ten,97.2,4.2,98,42,87,227.0,Illiterate,yes,pass
792,Mim Ahmed,14,,Rajshahi ,7,98.4,4.8,38,55,33,126.0,Higher Secondary,yes,FAIL
8874,Mim Das,12,male,Rajshahi,10,86.7,3.5,69,92,80,241.0,secondary,YES,fail
5913,Hasan Das,18,female,Chattogram,7th,84.5,3.5,90,63,73,226.0,Unknown,NO,pass
5219,Ayesha Talukder,13,MALE,CHATTOGRAM,7,65.7,3.7,44,70,76,195.0,Illiterate,no,Fail
1516,Mitu Khan,16,O,Rajshahi,Eight,97.9,1.1,73,49,65,error,secondary,Y,pass
STU-07804,Mim Rahman,17,F,dhaka,Nine,86.1,-2.3,42,31,,73.0,Primary,0,Fail
86,Imran Rahman,12,FEMALE,mymensingh,06,77.4,1.7,70,93,56,error,Unknown,Y,fail
5420,Rafi Chowdhury,18,other,KHULNA ,8,82.9,4.0,97,57,87,241.0,primary,YES,
STU-02704,Priya Rahman,12,male,Barishal,Ten,84.8,1.4,51,35,,86.0,Graduate,NO,fail
4278,Sohan Chowdhury,12,FEMALE,Khulna,10th,80.0,3.3,42,83,32,157.0,Higher Secondary,YES,FAIL
1431,Sadia Talukder,11,FEMALE,KHULNA ,9,73.2,3.6,38,,45,83.0,primary,,F
4604,Bristi Sarker,14,M,Rajshahi ,9th,83.1,3.3,85,33,79,197.0,postgraduate,n/a,Fail
4412,Rakib Islam,13,FEMALE,Rajshahi,Ten,90.1,3.3,39,83,67,189.0,Primary,1,
7831,Arif Sarker,11,F,Rajshahi,7,84.5,5.4,72,39,78,189.0,Illiterate,n/a,FAIL
2220,Hasan Sarker,11,MALE,sylhet,6th,99.5,5.8,93,81,38,212.0,Primary,N,FAIL
7158,Imran Akter,16,male,Sylhet,10,80.1,2.6,66,44,59,169.0,postgraduate,No,FAIL
6378,Rakib Talukder,17,FEMALE,rajshahi,Nine,68.9,3.3,78,65,66,209.0,postgraduate,N,pass
7304,Rupa Sarker,15,Male,Mymensingh,Nine,N/A,3.8,54,76,36,166.0,N/A,Yes,fail
6707,Anik Ahmed,18,O,Sylhet,9,84.9,3.7,83,91,72,246.0,Primary,,Pass
8641,Riya Rahman,15,M,mymensingh,9,81.4,3.5,61,-48,30,,PRIMARY,1,pass
509,Nadia Rahman,11,,  Dhaka,Nine,91.5,0.7,81,54,50,185.0,postgraduate,No,P
3506,Rahim Ahmed,14,Male,Rajshahi ,9,77.8,2.2,42,89,,131.0,unknown,0,pass
6714,Sabbir Ahmed,11,MALE,sylhet,06,71.3,3.4,49,80,75,204.0,primary,,Pass
458,Mitu Akter,12,M,Mymensingh,Seven,80.9,2.1,42,62,53,157.0,GRADUATE,YES,pass
7640,Momo Akter,15,Female,SYLHET,8,73.4,2.8,44,88,95,227.0,Graduate,,
2701,Rahim Talukder,18,Female,Chattogram,Seven,98.9,4.1,56,57,38,151.0,Higher Secondary,No,Pass
2465,Zayed Khan,17,male,sylhet,06,78.3,2.9,74,51,39,164.0,unknown,1,Pass
9775,Momo Akter,13,female,khulna,Ten,80.9,3.8,78,83,91,252.0,secondary,yes,pass
1750,Imran Ahmed,14,Other,Ctg,Ten,80.4,3.3,36,83,37,156.0,graduate,No,FAIL
2637,Tamim Ahmed,14,Male,rangpur,7,84.2,4.3,78,,38,116.0,higher secondary,1,FAIL
5481,Anik Das,11,Male,KHULNA ,06,70.2,22.6,71,72,62,205.0,Illiterate,Y,P
6283,Jannat Talukder,14,M,rangpur,Nine,80.1,2.1,83,65,67,215.0,Primary,1,Pass
3523,Shila Sarker,18,Other,CHATTOGRAM,9th,89.6,4.6,66,35,80,181.0,primary,YES,pass
2382,Farhan Sarker,18,Male,DHAKA,7,85.5,2.8,83,74,78,235.0,Illiterate,Yes,PASS
8498,Rupa Talukder,11,,Rajshahi ,9th,70.1,1.7,92,93,55,240.0,Secondary,No,pass
7099,Tanvir Rahman,14,,Ctg,Nine,92.5,3.3,95,42,56,,Graduate,N,P
8333,Rahim Sarker,11,F,Chattogram,6,86.9,1.2,51,37,97,185.0,postgraduate,1,
6634,Nadia Sarker,11,O,rangpur,8,76.6,3.5,98,37,92,227.0,higher secondary,,Pass
139,Rupa Hossain,13,Other,dhaka,10,86.1,4.1,97,34,66,197.0,Unknown,NO,Pass
8848,Anik Ahmed,18,FEMALE,Sylhet,9,106.5,3.9,90,33,41,164.0,Illiterate,NO,
5952,Imran Khan,15,Other,Dhaka,Nine,82.3,2.0,80,45,61,186.0,PRIMARY,no,fail
6939,Mitu Rahman,17,Other,Mymensingh,6,70.9,4.8,79,49,91,219.0,postgraduate,Y,PASS
7520,Anik Talukder,18,other,Dhaka ,9,80.5,2.5,78,77,35,190.0,illiterate,no,
5419,Nadia Das,13,Male,Rangpur,8th,92.1,0.7,87,92,56,235.0,PRIMARY,0,pass
6755,Imran Talukder,,female,Mymensign,Six,79.3,2.5,38,39,95,172.0,PRIMARY,Yes,F
3231,Jannat Hossain,18,female,Rajshahi ,7th,82.4,2.2,38,75,67,180.0,PRIMARY,yes,fail
5670,Sabbir Ahmed,12,other,Khulna,8,88.9,,64,70,84,218.0,unknown,yes,Pass
5398,Arif Ahmed,17,MALE,rangpur,Seven,81.5,6.2,54,91,139,284.0,higher secondary,NO,P
684,Sohan Chowdhury,12,Other,Barisal,10th,82.0,1.2,54,87,70,211.0,Post Graduate,YES,F
957,Lima Sarker,13,other,sylhet,6th,96.4,6.7,86,69,74,229.0,unknown,yes,pass
9140,Kabir Islam,13,female,Khulna,Nine,80.2,5.0,68,35,50,153.0,,yes,F
5730,Rahim Talukder,14,other,rangpur,7th,92.8,2.4,37,60,35,132.0,Primary,YES,PASS
4595,Shila Sarker,18,M,barisal,6th,94.6,2.7,58,70,92,220.0,Illiterate,YES,P
690,Lima Akter,15,female,rangpur,8,89.3,3.7,65,37,98,200.0,PRIMARY,NO,Pass
370,Fatema Khan,13,Other,Sylhet,6th,88.4,2.6,234,89,73,396.0,Post Graduate,no,FAIL
6231,Ayesha Sarker,15,other,Rangpur,Eight,71.0,3.6,48,96,81,225.0,secondary,n/a,P
79,Hasan Chowdhury,13,FEMALE,Rangpur,8th,77.1,1.2,96,74,42,212.0,PRIMARY,NO,PASS
9015,Bristi Chowdhury,16,male,Chittagong,7th,70.2,2.7,58,92,44,194.0,Secondary,,fail
6030,Bristi Khan,14,F,KHULNA ,8,90.5,2.4,76,62,42,180.0,Primary,no,FAIL
7609,Kabir Hossain,17,,Chattogram,6th,76.4,4.4,90,98,85,273.0,Secondary,N,fail
2551,Mim Akter,17,FEMALE,Sylhet,Nine,95.1,7.6,50,90,58,198.0,higher secondary,YES,P
4615,Nusrat Akter,17,F,barisal,Nine,77.7,2.3,82,33,86,201.0,higher secondary,NO,P
7360,Shila Ahmed,17,male,chittagong,Nine,72.4,2.8,73,95,79,247.0,,1,Fail
9410,Sadia Ahmed,13,FEMALE,CHATTOGRAM,7th,79.1,1.5,33,53,48,134.0,,YES,pass
6061,Kabir Das,,other,Rangpur,6th,75.2,3.0,55,87,44,186.0,unknown,n/a,fail
9345,Ayesha Sarker,13,M,Barisal,10,92.9,2.8,55,68,,123.0,higher secondary,0,Pass
7638,Arif Akter,14,other,Chattogram,10th,83.4,4.0,56,43,95,194.0,postgraduate,0,PASS
1306,Nusrat Khan,18,Male,barisal,Eight,75.4,4.4,42,31,50,123.0,unknown,1,pass
3010,Imran Sarker,17,Other,khulna,8th,91.3,3.4,53,33,38,124.0,Unknown,YES,F
7653,Mim Ahmed,12,M,barisal,Nine,65.6,2.3,73,83,63,219.0,Graduate,0,FAIL
6199,Tanvir Talukder,17,O,Mymensign,10,76.1,3.7,45,81,70,196.0,Post Graduate,NO,F
8606,Karim Hossain,18,female,Mymensign,10th,81.5,5.1,34,,65,99.0,higher secondary,no,Pass
3083,Anik Chowdhury,13,Other,Barishal,Six,91.5,3.6,37,71,98,206.0,GRADUATE,no,P
5034,Ayesha Chowdhury,13,Other,rangpur,8,91.8,3.4,41,39,66,146.0,Illiterate,Y,FAIL
STU-02420,Nusrat Khan,13,O,Rajshahi,Seven,83.7,1.4,76,52,65,193.0,Secondary,Y,P
1342,Imran Islam,14,F,Mymensign,9th,73.2,3.4,73,85,80,238.0,secondary,N,fail
4398,Rupa Hossain,17,Male,SYLHET,9,98.2,3.8,94,80,89,263.0,,1,FAIL
4383,Priya Akter,fifteen,Male,khulna,Ten,78.7,,35,37,57,129.0,Secondary,Yes,pass
384,Arif Chowdhury,18,MALE,KHULNA ,8,88.7,5.8,69,59,38,166.0,Primary,NO,
7163,Imran Das,14,MALE,Barisal,6,88.6,-3.4,72,53,77,202.0,secondary,n/a,PASS
8315,Lima Islam,16,M,Barisal,06,100.9,4.6,86,85,99,270.0,,Y,Pass
4965,Tamim Talukder,17,O,Mymensingh,10,88.6,3.8,60,53,66,179.0,illiterate,N,F
7363,Shila Chowdhury,17,Other,Chattogram,Ten,85.1,3.5,38,99,75,212.0,graduate,1,F
3802,farhan sarker,15,Male,Dhaka,10th,85.5,0.6,80,84,,164.0,Illiterate,Yes,P
6526,Mitu Hossain,14,female,Rangpur,7,84.8,2.0,67,95,,162.0,N/A,YES,
6850,Mim Chowdhury,13,MALE,KHULNA ,8th,77.4,2.8,83,58,41,182.0,PRIMARY,Yes,Fail
2594,Jannat Khan,15,MALE,Barishal,Seven,76.7,3.1,54,74,48,176.0,,n/a,PASS
1577,Mim Sarker,14,other,Barishal,Ten,96.2,3.7,97,74,71,242.0,PRIMARY,1,Fail
8068,Nusrat Das,17,Other,rangpur,06,89.5,4.0,38,38,87,163.0,illiterate,1,PASS
5781,Zayed Akter,16,male,rangpur,06,73.0,5.5,41,77,62,,Higher Secondary,,F
7859,Nusrat Ahmed,13,FEMALE,Sylhet,6th,77.8,,77,90,64,231.0,Secondary,Y,Fail
6546,Sabbir Hossain,13,Female,Rajshahi,Ten,66.0,1.9,85,91,47,223.0,Graduate,0,PASS
8811,Riya Sarker,16,FEMALE,Ctg,Eight,75.2,6.0,75,67,30,172.0,illiterate,no,F
3930,Kabir Chowdhury,12,O,CHATTOGRAM,8th,94.8,4.2,-37,35,80,78.0,Illiterate,Yes,Fail
2781,Kabir Khan,fifteen,F,barisal,10,77.0,5.0,97,36,69,202.0,unknown,yes,
197,Ayesha Khan,12,M,rajshahi,6,90.5,3.1,77,57,98,232.0,higher secondary,Yes,
743,Hasan Hossain,12,M,rangpur,Seven,109.4,2.2,79,81,62,222.0,Higher Secondary,0,FAIL
8861,Rupa Hossain,15,Female,DHAKA,Seven,100.5,3.5,46,54,79,179.0,Higher Secondary,NO,PASS
7594 ,Rupa Ahmed,18,FEMALE,Mymensign,Six,101.5,3.0,39,46,34,119.0,primary,NO,P
5260,Rahim Khan,16,,Chittagong,Seven,90.4,2.2,72,61,78,211.0,N/A,yes,PASS
5403,Jannat Akter,15,,rajshahi,6,76.1,2.3,93,79,81,253.0,Illiterate,n/a,pass
956,Tamim Sarker,14,Other,KHULNA ,10,87.2,2.7,51,84,96,231.0,PRIMARY,YES,Fail
7824,Bristi Rahman,13,female,Barishal,Ten,84.4,1.7,34,49,34,117.0,primary,0,FAIL
3455,Priya Khan,11,Other,sylhet,10,107.9,6.3,32,54,44,130.0,secondary,Y,PASS
6854 ,Bristi Sarker,15,other,Rangpur,Eight,100.1,5.7,81,97,55,233.0,unknown,n/a,PASS
7454,Momo Ahmed,11,FEMALE,,10th,87.6,-0.1,91,30,45,,PRIMARY,No,Fail
STU-06502,Bristi Khan,14,,Dhaka ,10th,75.8,4.3,72,57,93,222.0,Unknown,YES,pass
5888,Nusrat Rahman,17,,Mymensingh,Eight,75.2,1.6,50,,78,128.0,graduate,NO,FAIL
8404,Mitu Khan,11,FEMALE,Barishal,8,111.0,8.1,66,60,33,159.0,Higher Secondary,No,fail
6135,Rafi Das,12,Female,sylhet,10,89.2,2.5,37,77,,114.0,GRADUATE,No,fail
5688,Sadia Das,11,,Barishal,Six,80.1,2.5,-7,47,99,139.0,illiterate,Y,FAIL
7309,Rakib Sarker,16,FEMALE,mymensingh,6th,89.6,2.7,99,57,65,221.0,Primary,Yes,Fail
8340,Rakib Ahmed,14,male,chittagong,06,86.8,2.9,63,91,89,243.0,,1,F
1068 ,Arif Sarker,13,F,Khulna,6,90.9,3.9,48,41,44,133.0,primary,n/a,
6998,Tamim Das,13,,rangpur,8th,106.9,-3.3,79,50,42,171.0,,1,F
9013,Sohan Das,11,Male,chittagong,8th,88.0,6.0,49,76,98,223.0,secondary,yes,Fail
1679,Anik Talukder,14,Female,Sylhet,9,82.8,5.3,79,34,98,211.0,Unknown,NO,P
5154,Imran Ahmed,11,male,DHAKA,10,86.1,1.8,47,89,46,182.0,GRADUATE,yes,F
2630,Lima Das,13,male,CHATTOGRAM,10,99.5,0.9,85,58,82,225.0,primary,no,F
761,Rupa Hossain,13,O,DHAKA,Eight,76.4,4.2,64,35,41,140.0,Unknown,YES,FAIL
979,Kabir Akter,12,Other,Rangpur,9,95.0,3.8,87,91,,178.0,,,
6151,Sadia Das,15,,Dhaka,10,64.6,3.1,93,71,82,246.0,,NO,PASS
3114,Kabir Khan,15,Other,Mymensingh,Ten,,3.7,68,66,,134.0,Secondary,no,pass
5413,Sohan Akter,16,O,Mymensingh,Ten,85.1,4.5,80,54,82,216.0,Illiterate,Y,P
5085,Arif Ahmed,11,female,Barisal,Eight,89.5,2.0,49,86,78,213.0,postgraduate,,F
3053,Lima Das,15,female,sylhet,8th,105.3,2.0,70,96,42,208.0,higher secondary,,Pass
1796,Karim Khan,17,Other,rajshahi,8,86.9,4.6,94,-24,65,135.0,unknown,No,Pass
8499,Mim Das,11,Other,KHULNA ,Six,95.1,5.4,95,61,45,201.0,graduate,Yes,fail
STU-05662,Rafi Akter,13,female,Mymensingh,06,103.0,1.0,47,66,36,149.0,postgraduate,Yes,P
5222,Sabbir Rahman,16,O,rajshahi,8th,100.0,2.6,53,35,69,157.0,Secondary,NO,PASS
4502,Mim Sarker,18,MALE,rangpur,8th,100.5,4.5,228,85,49,362.0,,,Fail
5872,Farhan Islam,17,male,Chattogram,6,70.2,2.9,79,62,46,187.0,Post Graduate,N,
1083,Karim Hossain,12,M,sylhet,7th,88.3,4.0,33,34,78,145.0,postgraduate,Y,pass
6354,Fatema Islam,11,F,Chattogram,06,75.3,3.2,52,39,99,190.0,Higher Secondary,yes,Fail
9111,Lima Rahman,15,MALE,Khulna,6,97.4,1.8,84,75,91,250.0,Post Graduate,Yes,P
4957,Arif Khan,17,O,Ctg,9,87.1,2.9,37,80,48,165.0,Post Graduate,No,Pass
7810,Nusrat Hossain,11,O,sylhet,6,85.9,3.7,54,43,82,179.0,primary,,Fail
3713,Karim Hossain,18,male,KHULNA ,10,78.5,3.9,32,66,70,,Graduate,Y,
484,Ayesha Khan,17,other,rajshahi,Eight,85.5,3.5,40,47,48,135.0,Secondary,Y,Pass
4079,Momo Akter,15,,Mymensign,7,70.2,1.5,92,55,72,211.0,PRIMARY,,Fail
5073,Anik Ahmed,18,MALE,Sylhet,7,80.8,,82,69,45,196.0,Higher Secondary,Y,pass
372,Tanvir Khan,14,Male,mymensingh,10th,79.3,2.4,70,80,76,226.0,Post Graduate,N,P
5779,Lima Hossain,11,F,Rajshahi,9th,72.6,3.1,52,76,65,,GRADUATE,Yes,P
6034,Anik Hossain,18,Other,Khulna,Ten,71.7,1.6,35,78,74,187.0,higher secondary,0,Fail
7102,Kabir Islam,18,other,Sylhet,06,-49.0,3.0,67,72,33,172.0,Unknown,1,F
4202,Zayed Talukder,16,female,Rangpur,Seven,94.3,-1.1,43,,64,110.0,higher secondary,Y,
3734,Farhan Hossain,11,Male,Sylhet,6,79.6,0.7,49,67,-2,114.0,higher secondary,Yes,pass
9008,Mitu Khan,15,O,Rangpur,10,68.9,4.0,87,69,38,194.0,graduate,NO,P
5363,Karim Das,11,MALE,Barishal,8,79.0,5.0,,55,67,122.0,graduate,N,FAIL
9537,Ayesha Ahmed,15,,Sylhet,Seven,92.7,4.1,62,86,41,205.0,N/A,no,P
4876,Tamim Talukder,11,Male,Mymensign,Ten,81.5,5.0,55,33,30,118.0,higher secondary,yes,
2100,Mim Chowdhury,14,F,Rangpur,06,87.2,3.5,,36,59,95.0,Graduate,1,
1077,Rakib Ahmed,14,FEMALE,Mymensingh,9th,80.5,2.3,31,44,absent,75.0,illiterate,Yes,fail
2256,Ayesha Islam,17,M,barisal,Ten,102.6,3.8,52,50,93,195.0,Unknown,NO,Pass
4854,Sohan Hossain,17,Other,barisal,10th,52.0,4.7,82,51,97,230.0,PRIMARY,0,FAIL
7523,Rakib Ahmed,14,F,SYLHET,9,90.2,3.6,157,99,52,308.0,Secondary,N,Fail
9213,Tamim Ahmed,11,Male,Rajshahi ,7,55.1,3.8,59,63,62,184.0,Illiterate,Y,P
2784,Rafi Akter,12,Female,CHATTOGRAM,9th,87.7,3.2,42,92,95,229.0,higher secondary,0,FAIL
8287,Rupa Chowdhury,17,Other,khulna,Ten,104.1,3.4,38,95,31,164.0,unknown,1,Pass
STU-08014,Kabir Rahman,17,FEMALE,Chittagong,9th,78.3,3.8,34,60,38,132.0,Unknown,YES,Fail
526,Tamim Ahmed,,Other,rangpur,8,84.7,2.6,46,95,35,176.0,graduate,0,fail
1938,Rafi Sarker,17,male,mymensingh,7,75.2,3.2,56,74,64,194.0,postgraduate,n/a,fail
1955,Riya Das,16,O,rangpur,9,82.7,5.5,,95,31,126.0,N/A,N,Pass
2084,Sohan Das,13,Female,Barisal,Six,81.3,4.0,50,91,48,189.0,N/A,Y,
7013,Sabbir Talukder,12,,rajshahi,7,72.5,0.7,32,62,190,284.0,unknown,NO,Fail
1991,Rupa Akter,13,Male,Mymensign,Six,67.4,4.0,64,57,87,208.0,Primary,No,P
4276,Hasan Khan,12,O,Barishal,8,86.5,2.1,73,52,54,179.0,,No,fail
2279,Anik Chowdhury,fifteen,Male,Khulna,Nine,74.5,,58,67,34,159.0,Secondary,No,pass
4911,Rakib Talukder,18,M,mymensingh,10,84.8,3.1,49,71,36,156.0,Primary,YES,PASS
STU-05145,Imran Khan,17,female,Barisal,6th,53.6,3.8,78,61,79,218.0,Unknown,yes,P
20,Mitu Hossain,16,Female,SYLHET,9th,98.7,3.3,91,30,56,177.0,GRADUATE,no,
468,Mitu Chowdhury,11,Other,Rangpur,9,76.4,4.8,41,83,53,177.0,Illiterate,Yes,fail
3746,Mim Talukder,14,Male,Sylhet,9th,77.6,1.2,46,absent,64,110.0,N/A,Yes,P
1719,Nadia Chowdhury,11,Male,SYLHET,Six,89.8,0.8,78,56,35,169.0,graduate,No,FAIL
1037,Sadia Khan,16,MALE,,Ten,82.3,4.6,58,96,54,208.0,postgraduate,1,Fail
2379,Ayesha Ahmed,18,M,barisal,Ten,87.6,,32,40,87,159.0,PRIMARY,N,PASS
1235,Ayesha Das,13,FEMALE,Mymensign,06,77.5,3.6,73,39,92,204.0,Illiterate,NO,
4461,Tanvir Akter,17,O,dhaka,Ten,100.5,4.2,absent,98,77,175.0,Illiterate,N,Pass
9071,Ayesha Sarker,13,Female,sylhet,7th,71.2,1.6,54,-6,93,141.0,illiterate,N,PASS
9638,Hasan Sarker,14,Female,rangpur,10,83.4,2.7,34,-38,77,,secondary,n/a,pass
4561,Farhan Khan,17,O,CHATTOGRAM,9th,78.0,,56,97,52,205.0,primary,n/a,PASS
9596,Tanvir Hossain,11,Female,rajshahi,9th,90.3,1.9,93,77,67,237.0,Higher Secondary,0,pass
2148,Hasan Khan,12,Other,Chattogram,Seven,100.6,3.4,72,91,98,261.0,graduate,yes,pass
9316,,16,MALE,Rajshahi,6,91.8,2.7,58,65,77,200.0,unknown,NO,F
4380,Priya Rahman,16,Female,KHULNA ,7,86.7,-0.2,34,90,89,213.0,unknown,0,pass
2853,Ayesha Khan,18,Other,rajshahi,10th,70.7,5.4,39,52,44,135.0,Unknown,,pass
948,Fatema Sarker,17,FEMALE,Mymensingh,8th,81.5,4.6,63,99,74,236.0,Post Graduate,YES,PASS
6249,Imran Ahmed,12,Female,rajshahi,10th,88.6,4.0,75,66,47,188.0,Higher Secondary,NO,Fail
3448,Karim Akter,13,MALE,Mymensingh,Nine,84.6,3.2,,77,92,169.0,PRIMARY,n/a,Fail
STU-09233,Rakib Sarker,15,,rangpur,8,81.3,1.7,55,59,67,181.0,graduate,no,F
8557,Sabbir Chowdhury,16,female,Mymensign,9,89.4,5.1,63,79,61,203.0,secondary,0,P
5777,Rafi Hossain,11,Female,SYLHET,Nine,77.1,3.7,62,51,80,193.0,N/A,No,fail
1493,Farhan Rahman,12,MALE,Mymensign,8th,114.6,,96,36,84,216.0,primary,Yes,
2586,Farhan Das,fifteen,M,chittagong,10th,84.1,,,50,43,93.0,PRIMARY,NO,P
9749,Nusrat Sarker,17,Male,Mymensingh,8th,89.0,3.4,71,98,62,231.0,Unknown,Y,P
9055,Rakib Khan,13,FEMALE,rangpur,Ten,85.3,3.1,46,83,36,165.0,secondary,NO,P
4379,Sohan Talukder,13,other,chittagong,7,76.6,2.7,60,69,,115.0,primary,yes,Fail
5452,Anik Talukder,11,male,rangpur,Nine,88.2,3.9,90,81,37,208.0,Graduate,NO,fail
1524 ,Sabbir Talukder,11,male,Mymensingh,6th,69.3,23.6,55,75,75,205.0,Secondary,N,Fail
1626,Kabir Hossain,17,MALE,Dacca,6th,98.5,1.2,83,74,66,223.0,Secondary,Yes,FAIL
9273,Farhan Islam,16,O,mymensingh,7,80.1,1.2,30,54,93,177.0,N/A,n/a,
3195,Tanvir Khan,16,Male,rangpur,Seven,78.1,3.7,94,52,80,226.0,,,
3533,Sohan Hossain,18,,Chattogram,Seven,86.2,1.0,52,94,51,,Illiterate,no,Pass
8614,Karim Akter,16,,khulna,9th,100.8,3.1,50,45,36,131.0,higher secondary,no,P
778,Shila Das,,O,chittagong,10,98.7,1.2,72,52,59,183.0,Illiterate,Y,PASS
1669,Anik Rahman,14,FEMALE,barisal,Seven,92.1,1.5,99,55,50,204.0,Graduate,,PASS
5538,Nadia Khan,,O,rangpur,8th,96.4,4.7,74,54,56,184.0,secondary,0,fail
8145,Shila Islam,14,O,sylhet,8th,87.0,4.0,30,70,88,188.0,PRIMARY,YES,pass
7925,Imran Akter,16,Other,Ctg,9,81.4,2.5,59,43,52,154.0,Unknown,0,pass
2426,Tamim Hossain,11,other,Rangpur,Seven,87.6,4.4,92,48,92,232.0,illiterate,n/a,fail
4310,Karim Khan,16,Female,KHULNA ,06,83.6,3.5,49,91,45,185.0,primary,1,Fail
4464,Ayesha Das,16,FEMALE,barisal,10,73.1,2.5,84,81,66,231.0,unknown,NO,P
8567,Tamim Khan,18,other,Sylhet,Six,116.1,1.8,57,74,53,184.0,Graduate,YES,fail
6441,Sohan Chowdhury,17,male,Chittagong,7,88.9,3.4,85,85,46,216.0,primary,Y,F
8314,Tanvir Rahman,12,O,KHULNA ,10,75.9,2.9,46,53,31,130.0,,no,Pass
4582,Nusrat Khan,14,O,Mymensign,Six,99.4,3.8,93,95,33,221.0,higher secondary,NO,Fail
1725,Arif Khan,16,,Barisal,9,84.8,4.0,99,46,43,188.0,,Yes,Fail
636,Momo Chowdhury,16,O,mymensingh,Ten,96.7,2.5,42,72,50,164.0,Higher Secondary,NO,Pass
2985,Karim Akter,fifteen,O,Dacca,Eight,88.8,21.3,71,46,92,error,unknown,N,Pass
8652,Priya Khan,17,Other,Sylhet,6,78.3,3.9,71,49,72,192.0,primary,N,pass
513,Arif Das,14,Female,,Nine,77.9,5.8,93,94,96,283.0,primary,N,fail
9002,Rahim Sarker,13,Female,khulna,9,82.6,3.6,68,97,75,240.0,Graduate,N,P
2687,Lima Akter,12,other,Sylhet,9th,93.7,5.2,50,88,63,201.0,primary,yes,Pass
5203,Rupa Sarker,12,MALE,KHULNA ,Ten,92.1,3.4,66,69,35,170.0,Higher Secondary,yes,pass
7826,Rahim Akter,12,Male,CHATTOGRAM,8th,90.9,5.7,75,97,86,258.0,Illiterate,NO,Fail
7230,Jannat Talukder,,,Rajshahi ,9th,77.0,0.9,60,36,41,137.0,N/A,no,pass
2437,Mitu Akter,15,F,mymensingh,9th,75.6,4.0,95,83,38,216.0,PRIMARY,0,Pass
9179,Sohan Das,16,,SYLHET,Nine,94.7,1.5,49,76,77,202.0,GRADUATE,yes,pass
STU-09324,Farhan Sarker,15,M,Sylhet,Nine,73.2,6.0,94,78,78,250.0,graduate,YES,pass
961,Ayesha Talukder,17,M,Sylhet,Seven,79.0,3.5,99,67,31,197.0,Illiterate,YES,F
7895,Imran Chowdhury,17,MALE,Mymensingh,Eight,94.1,5.0,89,34,77,200.0,Graduate,No,FAIL
608,Hasan Sarker,14,FEMALE,Sylhet,6th,84.3,2.3,59,84,45,error,Secondary,1,Fail
8055,Sabbir Hossain,11,male,KHULNA ,6,112.1,2.5,58,60,97,215.0,illiterate,1,P
6711,Hasan Khan,14,other,Rangpur,9th,81.7,0.7,69,59,63,,Graduate,YES,F
6613,Priya Islam,13,MALE,Barishal,Nine,100.0,5.9,60,66,56,185.0,illiterate,n/a,P
2427,Mim Sarker,14,F,Barishal,9th,87.7,2.2,46,47,95,188.0,,NO,pass
8203,Shila Talukder,18,Other,Khulna,9,83.4,4.6,89,44,53,186.0,Post Graduate,Yes,fail
4220,Zayed Rahman,18,MALE,SYLHET,Nine,76.3,2.7,95,59,158,error,N/A,1,P
4750,Kabir Chowdhury,13,Other,Dhaka ,06,100.2,4.0,159,47,95,301.0,Unknown,1,P
4195,jannat rahman,11,M,Barishal,7th,88.1,4.1,40,55,42,137.0,higher secondary,1,pass
5622,Riya Islam,14,F,Rajshahi ,7th,106.5,2.2,74,69,52,195.0,graduate,NO,PASS
5826,Momo Khan,18,Other,rajshahi,9,127.9,2.5,49,90,35,174.0,Post Graduate,0,Pass
9657,Fatema Rahman,17,Female,Rajshahi,7,66.8,5.2,73,88,47,208.0,N/A,no,
5881,Hasan Hossain,13,Female,sylhet,7th,84.4,6.3,227,65,53,345.0,secondary,YES,fail
4483,Anik Das,13,Other,Rajshahi ,8,80.4,4.1,96,,37,133.0,Post Graduate,No,FAIL
3902,Nusrat Rahman,13,Other,Rangpur,Eight,91.3,3.3,90,96,44,230.0,illiterate,NO,FAIL
2127,Tamim Akter,16,O,Chattogram,8,94.3,3.1,68,63,44,175.0,N/A,yes,Pass
194 ,Bristi Talukder,15,F,CHATTOGRAM,8,78.9,2.4,38,96,54,188.0,higher secondary,yes,PASS
1605,Sohan Khan,14,Other,rangpur,Six,82.5,4.4,97,66,67,230.0,primary,No,fail
2235,Tanvir Sarker,18,F,Chattogram,9,76.5,4.1,96,33,59,188.0,GRADUATE,Yes,P
116,Rahim Akter,16,female,mymensingh,10,85.5,1.8,69,65,53,187.0,Post Graduate,1,F
5905,Mim Islam,13,FEMALE,dhaka,Ten,86.6,1.8,97,31,49,177.0,illiterate,no,
5307,Kabir Das,17,Male,Rangpur,Nine,99.0,1.0,99,41,74,214.0,PRIMARY,No,fail
